StatementCode,Parent Node,Is Parent Standard,Grade,Subject,Sub-Subject,Statement
CCSS.ELA-Literacy.SL.4.1c,CCSS.ELA-Literacy.SL.4.1,FALSE,4,English,English Language Arts and Literacy,"Pose and respond to specific questions to clarify or follow up on information, and make comments that contribute to the discussion and link to the remarks of others."
CCSS.ELA-Literacy.SL.4.1d,CCSS.ELA-Literacy.SL.4.1,FALSE,4,English,English Language Arts and Literacy,Review the key ideas expressed and explain their own ideas and understanding in light of the discussion.
CCSS.ELA-Literacy.SL.4.2,,FALSE,4,English,English Language Arts and Literacy,"Paraphrase portions of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.SL.4.3,,FALSE,4,English,English Language Arts and Literacy,Identify the reasons and evidence a speaker provides to support particular points.
CCSS.ELA-Literacy.SL.4.4,,FALSE,4,English,English Language Arts and Literacy,"Report on a topic or text, tell a story, or recount an experience in an organized manner, using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace."
CCSS.ELA-Literacy.SL.4.5,,FALSE,4,English,English Language Arts and Literacy,Add audio recordings and visual displays to presentations when appropriate to enhance the development of main ideas or themes.
CCSS.ELA-Literacy.SL.4.6,,FALSE,4,English,English Language Arts and Literacy,"Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion); use formal English when appropriate to task and situation. (See grade 4 Language standards 1 here for specific expectations.)"
CCSS.ELA-Literacy.SL.5.1,,TRUE,5,English,English Language Arts and Literacy,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 5 topics and texts, building on othersâ ideas and expressing their own clearly."
CCSS.ELA-Literacy.SL.5.1a,CCSS.ELA-Literacy.SL.5.1,FALSE,5,English,English Language Arts and Literacy,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion."
CCSS.ELA-Literacy.SL.5.1b,CCSS.ELA-Literacy.SL.5.1,FALSE,5,English,English Language Arts and Literacy,Follow agreed-upon rules for discussions and carry out assigned roles.
CCSS.ELA-Literacy.SL.5.1c,CCSS.ELA-Literacy.SL.5.1,FALSE,5,English,English Language Arts and Literacy,Pose and respond to specific questions by making comments that contribute to the discussion and elaborate on the remarks of others.
CCSS.ELA-Literacy.SL.5.1d,CCSS.ELA-Literacy.SL.5.1,FALSE,5,English,English Language Arts and Literacy,Review the key ideas expressed and draw conclusions in light of information and knowledge gained from the discussions.
CCSS.ELA-Literacy.SL.5.2,,FALSE,5,English,English Language Arts and Literacy,"Summarize a written text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.SL.5.3,,FALSE,5,English,English Language Arts and Literacy,Summarize the points a speaker makes and explain how each claim is supported by reasons and evidence.
CCSS.ELA-Literacy.SL.5.4,,FALSE,5,English,English Language Arts and Literacy,"Report on a topic or text or present an opinion, sequencing ideas logically and using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace."
CCSS.ELA-Literacy.SL.5.5,,FALSE,5,English,English Language Arts and Literacy,"Include multimedia components (e.g., graphics, sound) and visual displays in presentations when appropriate to enhance the development of main ideas or themes."
CCSS.ELA-Literacy.SL.5.6,,FALSE,5,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and tasks, using formal English when appropriate to task and situation. (See grade 5 Language standards 1 and3 here for specific expectations.)"
CCSS.ELA-Literacy.SL.6.1,,TRUE,6,English,English Language Arts and Literacy,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 6 topics, texts, and issues, building on othersâ ideas and expressing their own clearly."
CCSS.ELA-Literacy.SL.6.1a,CCSS.ELA-Literacy.SL.6.1,FALSE,6,English,English Language Arts and Literacy,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
CCSS.ELA-Literacy.SL.6.1b,CCSS.ELA-Literacy.SL.6.1,FALSE,6,English,English Language Arts and Literacy,"Follow rules for collegial discussions, set specific goals and deadlines, and define individual roles as needed."
CCSS.ELA-Literacy.SL.6.1c,CCSS.ELA-Literacy.SL.6.1,FALSE,6,English,English Language Arts and Literacy,"Pose and respond to specific questions with elaboration and detail by making comments that contribute to the topic, text, or issue under discussion."
CCSS.ELA-Literacy.SL.6.1d,CCSS.ELA-Literacy.SL.6.1,FALSE,6,English,English Language Arts and Literacy,Review the key ideas expressed and demonstrate understanding of multiple perspectives through reflection and paraphrasing.
CCSS.ELA-Literacy.SL.6.2,,FALSE,6,English,English Language Arts and Literacy,"Interpret information presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how it contributes to a topic, text, or issue under study."
CCSS.ELA-Literacy.SL.6.3,,FALSE,6,English,English Language Arts and Literacy,"Delineate a speakerâs argument and specific claims, distinguishing claims that are supported by reasons and evidence from claims that are not."
CCSS.ELA-Literacy.SL.6.4,,FALSE,6,English,English Language Arts and Literacy,"Present claims and findings, sequencing ideas logically and using pertinent descriptions, facts, and details to accentuate main ideas or themes; use appropriate eye contact, adequate volume, and clear pronunciation."
CCSS.ELA-Literacy.SL.6.5,,FALSE,6,English,English Language Arts and Literacy,"Include multimedia components (e.g., graphics, images, music, sound) and visual displays in presentations to clarify information."
CCSS.ELA-Literacy.SL.6.6,,FALSE,6,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 6 Language standards 1 and 3 here for specific expectations.)"
CCSS.ELA-Literacy.SL.7.1,,TRUE,7,English,English Language Arts and Literacy,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on othersâ ideas and expressing their own clearly."
CCSS.ELA-Literacy.SL.7.1a,CCSS.ELA-Literacy.SL.7.1,FALSE,7,English,English Language Arts and Literacy,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
CCSS.ELA-Literacy.SL.7.1b,CCSS.ELA-Literacy.SL.7.1,FALSE,7,English,English Language Arts and Literacy,"Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed."
CCSS.ELA-Literacy.SL.7.1c,CCSS.ELA-Literacy.SL.7.1,FALSE,7,English,English Language Arts and Literacy,Pose questions that elicit elaboration and respond to othersâ questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.
CCSS.ELA-Literacy.SL.7.1d,CCSS.ELA-Literacy.SL.7.1,FALSE,7,English,English Language Arts and Literacy,"Acknowledge new information expressed by others and, when warranted, modify their own views."
CCSS.ELA-Literacy.SL.7.2,,FALSE,7,English,English Language Arts and Literacy,"Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study."
CCSS.ELA-Literacy.SL.7.3,,FALSE,7,English,English Language Arts and Literacy,"Delineate a speakerâs argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence."
CCSS.ELA-Literacy.SL.7.4,,FALSE,7,English,English Language Arts and Literacy,"Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation."
CCSS.ELA-Literacy.SL.7.5,,FALSE,7,English,English Language Arts and Literacy,Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points.
CCSS.ELA-Literacy.SL.7.6,,FALSE,7,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 7 Language standards 1 and 3 here for specific expectations.)"
CCSS.ELA-Literacy.SL.8.1,,TRUE,8,English,English Language Arts and Literacy,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on othersâ ideas and expressing their own clearly."
CCSS.ELA-Literacy.SL.8.1a,CCSS.ELA-Literacy.SL.8.1,FALSE,8,English,English Language Arts and Literacy,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
CCSS.ELA-Literacy.SL.8.1b,CCSS.ELA-Literacy.SL.8.1,FALSE,8,English,English Language Arts and Literacy,"Follow rules for collegial discussions and decision-making, track progress toward specific goals and deadlines, and define individual roles as needed."
CCSS.ELA-Literacy.SL.8.1c,CCSS.ELA-Literacy.SL.8.1,FALSE,8,English,English Language Arts and Literacy,"Pose questions that connect the ideas of several speakers and respond to othersâ questions and comments with relevant evidence, observations, and ideas."
CCSS.ELA-Literacy.SL.8.1d,CCSS.ELA-Literacy.SL.8.1,FALSE,8,English,English Language Arts and Literacy,"Acknowledge new information expressed by others, and, when warranted, qualify or justify their own views in light of the evidence presented."
